index,GUID,Name,HallOfFameStatus,HallofFameClass,YearDrafted,TO_YEAR,Years_Played,HOF_Elgibility_Year,Pick,Team,College,GP,MIN,PTS,FGM,FGA,FG%,3P_Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,idPlayer,numberRound,BIRTHDATE,POSITION,AGE_ROOKIE_SEASON,Draft_Decade,numBallotsBeforeInduct,ML_Prediction,ConfusionMatrix
867,RUSSSCHOENE1982,Russ Schoene,Not Inducted,,1982,1988,7,1993,45,PHI,University of Tennessee at Chattanooga,77,15.9,6.2,2.7,5.6,47.6,0,0.1,25,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,6.6,78087,2,1960-04-16 00:00:00,Forward,22.5,1980s,,0,True Negative
868,CRAIGHODGES1982,Craig Hodges,Not Inducted,,1982,1991,10,1996,48,SDC,"California State University, Long Beach",76,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,8.6,77034,3,1960-06-27 00:00:00,Guard,22.3,1980s,,0,True Negative
869,CORNYTHOMPSON1982,Corny Thompson,Not Inducted,,1982,1982,1,1987,50,DAL,University of Connecticut,44,11.8,2.8,1,3.1,31.4,0,0,0,0.8,1,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7,3.6,78325,3,1960-02-05 00:00:00,Forward,22.69,1980s,,0,True Negative
870,JIMJOHNSTONE1982,Jim Johnstone,Not Inducted,,1982,1982,1,1987,51,KCK,Wake Forest University,23,8.3,1.3,0.5,1.3,36.7,0,0,0,0.4,0.9,45,0.7,1.3,2,0.5,0.1,0.3,0.7,2.3,77171,3,1960-09-20 00:00:00,Center,22.07,1980s,,0,True Negative
871,JERRYEAVES1982,Jerry Eaves,Not Inducted,,1982,1986,5,1991,55,UTA,University of Louisville,82,19.4,9.3,3.4,7,48.7,0,0.1,12.5,2.4,3,81,0.4,1.1,1.5,2.6,0.6,0,1.9,8,76632,3,1959-02-08 00:00:00,Guard,23.68,1980s,,0,True Negative
872,CHRISENGLER1982,Chris Engler,Not Inducted,,1982,1987,6,1992,60,GSW,University of Wyoming,54,6.8,1.5,0.7,1.7,40.4,0,0,0,0.1,0.3,31.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4,2.4,76670,3,1959-03-01 00:00:00,Center,23.63,1980s,,0,True Negative
873,MARKEATON1982,Mark Eaton,Not Inducted,,1982,1992,11,1997,72,UTA,"University of California, Los Angeles",81,18.9,4.3,1.8,4.4,41.4,0,0,0,0.7,1.1,65.6,1.1,4.6,5.7,1.4,0.3,3.4,1.7,10.4,76631,4,1957-01-24 00:00:00,Center,25.72,1980s,,1,False Positive
875,WALKERRUSSELL1982,Walker Russell,Not Inducted,,1982,1987,6,1992,78,DET,Western Michigan University,68,11.1,2.7,1,2.7,36.4,0,0.3,11.1,0.7,0.9,81,0.3,0.8,1.1,1.9,0.2,0,1.4,2.7,78048,4,1960-10-26 00:00:00,Guard,21.97,1980s,,0,True Negative
876,RORYWHITE1982,Rory White,Not Inducted,,1982,1986,5,1991,86,PHO,University of South Alabama,65,9.6,5,2,3.6,54.3,0,0,0,1.1,1.7,64.2,0.7,0.9,1.6,0.5,0.3,0,0.8,4.3,78512,4,1959-08-16 00:00:00,Forward,23.17,1980s,,0,True Negative
877,EDNEALY1982,Ed Nealy,Not Inducted,,1982,1992,11,1997,166,KCK,Kansas State University,82,20,4.4,1.8,3,59.5,0,0,0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,9.7,77697,8,1960-02-19 00:00:00,Forward,22.65,1980s,,0,True Negative
878,MARKAGUIRRE1981,Mark Aguirre,Not Inducted,,1981,1993,13,1998,1,DAL,DePaul University,51,28.8,18.7,7.5,16.1,46.5,0.5,1.4,35.2,3.3,4.8,68,1.7,3.1,4.9,3.2,0.7,0.4,2.6,15.2,76016,1,1959-12-10 00:00:00,Forward,21.85,1980s,,0,True Negative
879,BUCKWILLIAMS1981,Buck Williams,Not Inducted,,1981,1997,17,2002,3,NJN,University of Maryland,82,34.5,15.5,6.3,10.7,58.2,0,0,0,3,4.7,62.4,4.2,8,12.3,1.3,1,1,2.9,21.9,433,1,1960-03-08 00:00:00,Forward,21.6,1980s,,1,False Positive
880,DANNYVRANES1981,Danny Vranes,Not Inducted,,1981,1987,7,1992,5,SEA,University of Utah,77,14,4.9,1.9,3.4,54.6,0,0,0,1.2,1.9,60.1,0.9,1.6,2.6,0.7,0.4,0.3,0.9,5.6,78423,1,1958-10-29 00:00:00,Forward,22.96,1980s,,0,True Negative
881,ORLANDOWOOLRIDGE1981,Orlando Woolridge,Not Inducted,,1981,1993,13,1998,6,CHI,University of Notre Dame,75,15.8,7.3,2.7,5.3,51.3,0,0,0,1.9,2.7,69.9,1.1,1.9,3,1.1,0.3,0.3,1.4,7.2,78615,1,1959-12-16 00:00:00,Forward,21.83,1980s,,0,True Negative
882,STEVEJOHNSON1981,Steve Johnson,Not Inducted,,1981,1990,10,1995,7,KCK,Oregon State University,78,22.3,12.8,5.1,8.3,61.3,0,0,0,2.7,4.2,64.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,14.3,77134,1,1957-11-03 00:00:00,Center,23.95,1980s,,1,False Positive
883,TOMCHAMBERS1981,Tom Chambers,Not Inducted,,1981,1997,17,2002,8,SDC,University of Utah,81,33.1,17.2,6.8,13,52.5,0,0,0,3.5,5.7,62,2.6,4.3,6.9,1.8,0.7,0.6,2.7,16.1,1472,1,1959-06-21 00:00:00,Forward,22.32,1980s,,1,False Positive
884,ROLANDOBLACKMAN1981,Rolando Blackman,Not Inducted,,1981,1993,13,1998,9,DAL,Kansas State University,82,24.1,13.3,5.4,10.4,51.3,0,0,25,2.6,3.4,76.8,1.2,1.9,3.1,1.3,0.6,0.4,1.4,11.4,76176,1,1959-02-26 00:00:00,Guard,22.63,1980s,,1,False Positive
885,ALBERTKING1981,Albert King,Not Inducted,,1981,1991,11,1996,10,NJN,University of Maryland,76,22.3,12.1,5.1,10.7,48.2,0,0.2,23.1,1.8,2.3,77.8,1.4,2.7,4.1,1.9,0.8,0.5,2.4,11,77263,1,1959-12-17 00:00:00,Forward,21.83,1980s,,0,True Negative
886,FRANKJOHNSON1981,Frank Johnson,Not Inducted,,1981,1993,13,1998,11,WSB,Wake Forest University,79,25.7,10.7,4.3,10.3,41.4,0.2,1,21.5,1.9,2.6,75,0.4,1.4,1.9,4.8,1,0.1,2,9.7,77146,1,1958-11-23 00:00:00,Guard,22.89,1980s,,0,True Negative
887,KELLYTRIPUCKA1981,Kelly Tripucka,Not Inducted,,1981,1990,10,1995,12,DET,University of Notre Dame,82,37.5,21.6,7.8,15.6,49.6,0.1,0.3,22.7,6,7.6,79.7,2.7,2.7,5.4,3.3,1.1,0.2,3.4,18.8,78369,1,1959-02-16 00:00:00,Forward,22.66,1980s,,1,False Positive
888,HERBWILLIAMS1981,Herb Williams,Not Inducted,,1981,1998,18,2003,14,IND,Ohio State University,82,27.8,11.5,5,10.4,47.7,0,0.1,28.6,1.5,2.3,67,2.1,5.2,7.4,1.7,0.7,2.2,1.7,15.5,1006,1,1958-02-16 00:00:00,Center,23.66,1980s,,1,False Positive
889,DANSCHAYES1981,Dan Schayes,Not Inducted,,1981,1998,18,2003,200,,,82,19.8,7.9,3.1,6.4,48.1,0,0,0,1.7,2.3,75.7,1.6,3.6,5.2,1.8,0.6,0.9,1.8,10.6,7,1,1959-05-10 00:00:00,Center,22.43,1980s,,0,True Negative
890,ISIAHTHOMAS1981,Isiah Thomas,Hall of Fame Member,2000,1981,1993,13,1998,2,DET,Indiana University,72,33.8,17,6.3,14.8,42.4,0.2,0.8,28.8,4.2,6,70.4,0.8,2.1,2.9,7.8,2.1,0.2,4.2,15.6,78318,1,1961-04-30 00:00:00,Guard,20.46,1980s,3,1,True Positive
891,DAVIDWESLEY1993,David Wesley,Not Inducted,,1993,2006,14,2011,200,,,60,9,3.1,1.1,2.9,36.8,0.2,0.8,23.4,0.7,0.9,83,0.2,0.6,0.7,2.1,0.6,0.1,0.9,3.7,,10,,,,,,0,True Negative
892,JEFFLAMP1981,Jeff Lamp,Not Inducted,,1981,1988,8,1993,15,POR,University of Virginia,54,11.4,4.6,1.9,3.6,51,0,0,0,0.9,1.1,82,0.4,0.7,1.2,0.5,0.3,0,0.8,3.8,77332,1,1959-03-09 00:00:00,Guard,22.6,1980s,,0,True Negative
893,DARNELLVALENTINE1981,Darnell Valentine,Not Inducted,,1981,1990,10,1995,16,POR,University of Kansas,82,16.9,6.4,2.3,5.5,41.3,0,0.1,0,1.9,2.4,76,0.6,1.2,1.8,3.3,1.1,0,1.6,7.3,78395,1,1959-02-03 00:00:00,Guard,22.7,1980s,,0,True Negative
894,KEVINLODER1981,Kevin Loder,Not Inducted,,1981,1983,3,1988,17,KCK,Alabama State University,71,16,6.9,2.9,6.3,46.4,0,0.2,0,1.1,1.5,72,1,1.8,2.7,1.2,0.5,0.4,1,7.1,77401,1,1959-03-15 00:00:00,Forward,22.59,1980s,,0,True Negative
895,MIKEMCGEE1981,Mike McGee,Not Inducted,,1981,1989,9,1994,19,LAL,University of Michigan,39,9,4.9,2.1,4.4,46.5,0,0.1,0,0.8,1.4,58.5,0.9,0.4,1.3,0.4,0.5,0.1,0.9,3.3,77530,1,1959-07-29 00:00:00,Forward,22.22,1980s,,0,True Negative
966,JAMESDONALDSON1980,James Donaldson,Not Inducted,,1980,1994,15,1999,200,,,68,14.4,5.3,1.9,3.5,54.2,0,0,0,1.5,2.5,59.4,1.6,3,4.5,0.6,0.1,1.1,1,8,,10,,,,,,0,True Negative
896,LARRYNANCE1981,Larry Nance,Not Inducted,,1981,1993,13,1998,20,PHO,Clemson University,80,14.8,6.6,2.8,5.5,52.1,0,0,0,0.9,1.5,64.1,1.2,2,3.2,1,0.5,0.9,1.3,7.8,77685,1,1959-02-12 00:00:00,Forward,22.67,1980s,,0,True Negative
897,ALTONLISTER1981,Alton Lister,Not Inducted,,1981,1997,17,2002,21,MIL,Arizona State University,80,14.8,4.5,1.9,3.6,51.9,0,0,0,0.8,1.5,52,1.4,3.5,4.8,1.1,0.2,1.5,1.6,8,175,1,1958-10-01 00:00:00,Center,23.04,1980s,,0,True Negative
898,FRANKLINEDWARDS1981,Franklin Edwards,Not Inducted,,1981,1987,7,1992,22,PHI,Cleveland State University,42,6.9,3.6,1.5,3.6,43.3,0,0.2,0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6,3,76641,1,1959-02-02 00:00:00,Guard,22.7,1980s,,0,True Negative
899,CHARLESBRADLEY1981,Charles Bradley,Not Inducted,,1981,1983,3,1988,23,BOS,University of Wyoming,51,6.6,3,1.1,2.4,45.1,0,0,0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7,2.1,76230,1,1959-05-16 00:00:00,Guard,22.42,1980s,,0,True Negative
900,JAYVINCENT1981,Jay Vincent,Not Inducted,,1981,1989,9,1994,24,DAL,Michigan State University,81,32.4,21.4,8.9,17.9,49.7,0,0,25,3.6,5,71.6,2.2,4.7,7,2.2,1.1,0.3,2.4,19.1,78418,2,1959-06-10 00:00:00,Forward,22.35,1980s,,0,True Negative
901,HOWARDWOOD1981,Howard Wood,Not Inducted,,1981,1981,1,1986,27,UTA,University of Tennessee,42,8.1,3.4,1.3,2.9,45.8,0,0,0,0.8,1.2,65.4,0.5,1,1.5,0.2,0.2,0.1,0.4,3.2,78609,2,1959-05-20 00:00:00,Forward,22.41,1980s,,0,True Negative
902,GENEBANKS1981,Gene Banks,Not Inducted,,1981,1986,6,1991,28,SAS,Duke University,80,21.3,9.6,3.9,8.2,47.7,0,0.1,0,1.8,2.7,68.4,2,3.2,5.1,1.8,0.7,0.2,1.3,11,76093,2,1959-05-15 00:00:00,Forward,22.42,1980s,,0,True Negative
903,EDDIEJOHNSON1981,Eddie Johnson,Not Inducted,,1981,1998,18,2003,29,KCK,University of Illinois at Urbana-Champaign,74,20.5,9.3,4,8.7,45.9,0,0.1,9.1,1.3,2,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3,9.3,698,2,1959-05-01 00:00:00,Forward,22.46,1980s,,0,True Negative
904,EDRAINS1981,Ed Rains,Not Inducted,,1981,1982,2,1987,30,SAS,University of South Alabama,49,13,3.9,1.6,3.6,43.5,0,0,0,0.8,1.3,59.4,0.8,0.9,1.6,0.8,0.4,0,0.5,3.7,77904,2,1956-12-24 00:00:00,Forward,24.81,1980s,,0,True Negative
905,DANNYAINGE1981,Danny Ainge,Not Inducted,,1981,1994,14,1999,31,BOS,Brigham Young University,53,10.6,4.1,1.5,4.2,35.7,0.1,0.3,29.4,1.1,1.2,86.2,0.5,0.6,1.1,1.6,0.7,0.1,1,3.7,76017,2,1959-03-17 00:00:00,Guard,22.58,1980s,,0,True Negative
906,ASHRAFAMAYA1995,Ashraf Amaya,Not Inducted,,1995,1996,2,2001,200,,,54,20.4,6.3,2.2,4.7,48,0,0,0,1.8,2.8,65.1,2.1,3.5,5.6,0.6,0.4,0.2,1.1,8.6,,10,,,,,,0,True Negative
907,JEFFWILKINS1980,Jeff Wilkins,Not Inducted,,1980,1985,6,1990,200,,,56,18.9,4.7,2.1,4.6,45,0,0,0,0.5,0.7,67.5,1.1,3.8,4.9,0.7,0.6,0.8,1.1,7.8,,10,,,,,,0,True Negative
908,RAYBLUME1981,Ray Blume,Not Inducted,,1981,1981,1,1986,36,IND,Oregon State University,49,11.1,4.6,2.1,4.5,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0.8,1.4,0.5,0,1.1,3.6,76189,2,1958-09-23 00:00:00,Guard,23.06,1980s,,0,True Negative
909,ELSTONTURNER1981,Elston Turner,Not Inducted,,1981,1988,8,1993,43,DAL,University of Mississippi,80,25,8.3,3.5,8,44.1,0,0.1,0,1.2,1.7,70.3,1.8,2,3.8,2.4,0.9,0,1.4,8.9,78378,2,1959-06-10 00:00:00,Guard,22.35,1980s,,0,True Negative
910,RUDYMACKLIN1981,Rudy Macklin,Not Inducted,,1981,1983,3,1988,52,ATL,Louisiana State University,79,19.2,7,2.7,6.1,43.4,0,0,0,1.7,2.2,77.5,1.4,1.9,3.3,0.6,0.5,0.3,1.4,6.3,77435,3,1958-02-19 00:00:00,Forward,23.65,1980s,,0,True Negative
911,MICHAELSWEETNEY2003,Michael Sweetney,Not Inducted,,2003,2006,4,2011,200,,,42,11.8,4.3,1.6,3.3,49.3,0,0,0,1,1.4,72.4,1.6,2.1,3.7,0.3,0.4,0.3,0.8,6.2,2552,1,1982-10-25 00:00:00,Forward,20.97,2000s,,0,True Negative
912,MARKRADFORD1981,Mark Radford,Not Inducted,,1981,1982,2,1987,53,SEA,Oregon State University,43,8.6,3.4,1.3,2.3,54,0,0.1,66.7,0.8,1.6,50.7,0.3,0.4,0.7,1.3,0.4,0.1,1,3,77896,3,1959-07-05 00:00:00,Guard,22.28,1980s,,0,True Negative
913,JIMSMITH1981,Jim Smith,Not Inducted,,1981,1982,2,1987,54,SDC,Ohio State University,72,11.9,2.9,1.2,2.3,50.9,0,0,0,0.5,1.2,45.9,1,1.5,2.5,0.6,0.3,0.7,0.7,4.7,78191,3,1958-04-12 00:00:00,Forward,23.51,1980s,,0,True Negative
914,PETURGUDMUNDSSON1981,Petur Gudmundsson,Not Inducted,,1981,1988,8,1993,61,POR,University of Washington,68,12.4,3.2,1.2,2.4,50,0,0,100,0.8,1.1,68.4,0.8,2,2.7,0.9,0.2,0.4,1.1,4.8,76901,3,1958-10-30 00:00:00,Center,22.96,1980s,,0,True Negative
915,ALEXBRADLEY1981,Alex Bradley,Not Inducted,,1981,1981,1,1986,86,NYK,Villanova University,39,8.5,3.5,1.4,2.6,52.4,0,0,0,0.7,1.2,60.4,0.8,0.9,1.7,0.3,0.3,0.1,0.7,3.4,76228,4,1959-10-30 00:00:00,Forward,21.96,1980s,,0,True Negative
916,KEVINMCKENNA1981,Kevin McKenna,Not Inducted,,1981,1987,7,1992,88,LAL,Creighton University,36,6.6,1.9,0.8,2.4,32.2,0,0.1,0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6,1,77541,4,1959-01-08 00:00:00,Forward,22.77,1980s,,0,True Negative
917,GARRYWITTS1981,Garry Witts,Not Inducted,,1981,1981,1,1986,103,WSB,College of the Holy Cross,46,10.7,2.9,1.1,1.8,58.3,0,0,50,0.7,0.9,82.5,0.6,0.7,1.3,0.8,0.4,0.1,0.8,3.8,78605,5,1959-07-03 00:00:00,Guard,22.29,1980s,,0,True Negative
918,BOBBYCATTAGE1981,Bobby Cattage,Not Inducted,,1981,1985,5,1990,165,UTA,Auburn University,49,6.9,3.1,1.2,2.8,44.4,0,0,0,0.6,0.8,73.2,0.4,1,1.5,0.1,0.1,0,0.4,2.7,76368,8,1958-08-17 00:00:00,Forward,23.16,1980s,,0,True Negative
919,JOEBARRYCARROLL1980,Joe Barry Carroll,Not Inducted,,1980,1990,11,1995,1,GSW,Purdue University,82,35.6,18.9,7.5,15.3,49.1,0,0,0,3.8,5.4,71.6,3.3,5.9,9.3,1.4,0.6,1.5,3,19.4,76353,1,1958-07-24 00:00:00,Center,22.23,1980s,,1,False Positive
920,DARRELLGRIFFITH1980,Darrell Griffith,Not Inducted,,1980,1990,11,1995,2,UTA,University of Louisville,81,35.4,20.6,8.8,19.1,46.4,0.1,0.6,19.2,2.8,4,71.6,1,2.6,3.6,2.4,1.3,0.5,2.9,14.2,76890,1,1958-06-16 00:00:00,Guard,22.33,1980s,,0,True Negative
921,JACKHALEY1988,Jack Haley,Not Inducted,,1988,1997,10,2002,200,,,51,5.7,2.2,0.7,1.5,47.4,0,0,0,0.7,0.9,78.3,0.4,1,1.4,0.2,0.2,0,0.5,2.5,,10,,,,,,0,True Negative
922,KELVINRANSEY1980,Kelvin Ransey,Not Inducted,,1980,1985,6,1990,4,CHI,Ohio State University,80,30.4,15.2,6.6,14.5,45.2,0,0.4,9.7,2.1,2.7,74.9,0.5,1.9,2.4,6.9,1.1,0.1,2.9,14.3,77911,1,1958-05-03 00:00:00,Guard,22.45,1980s,,0,True Negative
923,MIKEOKOREN1980,Mike O'Koren,Not Inducted,,1980,1987,8,1992,6,NJN,University of North Carolina,79,31.3,11,4.6,9.5,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,6.1,3.2,1.1,0.3,1.9,14,77754,1,1958-02-07 00:00:00,Forward,22.69,1980s,,1,False Positive
924,MIKEGMINSKI1980,Mike Gminski,Not Inducted,,1980,1993,14,1998,7,NJN,Duke University,56,28.2,13.2,5.2,12.3,42.3,0,0,0,2.8,3.6,76.7,2.4,5,7.5,1.3,1,1.8,2.3,14.5,76826,1,1959-08-03 00:00:00,Center,21.2,1980s,,0,True Negative
925,ANDREWTONEY1980,Andrew Toney,Not Inducted,,1980,1987,8,1992,8,PHI,University of Louisiana at Lafayette,75,23.6,12.9,5.3,10.7,49.5,0.1,0.4,31,2.1,3,71.2,0.4,1.5,1.9,3.6,0.8,0.1,2.9,10.2,78351,1,1957-11-23 00:00:00,Guard,22.89,1980s,,1,False Positive
926,MICHAELBROOKS1980,Michael Brooks,Not Inducted,,1980,1987,8,1992,9,SDC,La Salle University,82,30.2,14.7,6,12.4,47.9,0,0.1,0,2.8,3.9,70.6,2.6,2.8,5.4,2.5,1.2,0.4,2,14.6,76266,1,1958-08-17 00:00:00,Forward,22.16,1980s,,1,False Positive
927,KIKIVANDEWEGHE1980,Kiki Vandeweghe,Not Inducted,,1980,1992,13,1997,11,DAL,"University of California, Los Angeles",51,27,11.5,4.5,10.5,42.6,0,0.1,0,2.5,3.1,81.8,1.7,3.6,5.3,1.8,0.6,0.5,1.7,11.4,78404,1,1958-08-01 00:00:00,Forward,22.21,1980s,,0,True Negative
928,MIKEWOODSON1980,Mike Woodson,Not Inducted,,1980,1990,11,1995,12,NYK,Indiana University,81,11.7,4.7,2,4.6,44.2,0,0.1,20,0.6,0.8,76.6,0.4,0.8,1.2,0.9,0.4,0.1,0.7,4,78614,1,1958-03-24 00:00:00,Guard,22.56,1980s,,0,True Negative
929,RICKEYBROWN1980,Rickey Brown,Not Inducted,,1980,1984,5,1989,13,GSW,Mississippi State University,45,12.9,4,1.8,3.6,51.2,0,0,0,0.4,0.5,76.2,1.2,2.5,3.7,0.5,0.2,0.3,0.7,6.2,76283,1,1958-08-20 00:00:00,Center,22.16,1980s,,0,True Negative
930,PETERVERHOEVEN1981,Peter Verhoeven,Not Inducted,,1981,1986,6,1991,200,,,71,17,4.9,2.1,4.2,50.3,0,0,0,0.7,1,70.8,1.5,2.1,3.6,0.7,0.6,0.3,0.8,7,78414,4,1959-02-15 00:00:00,Forward,22.66,1980s,,0,True Negative
931,ROBKURZ2008,Rob Kurz,Not Inducted,,2008,2009,2,2014,200,,,40,11.1,3.9,1.3,3.3,38.9,0.4,1,39.5,1,1.3,80,0.8,1.2,2,0.5,0.3,0.5,0.4,4.6,,10,,,,,,0,True Negative
932,REGGIEJOHNSON1980,Reggie Johnson,Not Inducted,,1980,1983,4,1988,15,SAS,University of Tennessee,79,21.7,10.2,4.3,8.6,49.9,0,0,0,1.6,2.4,66.3,1.7,2.9,4.5,1,0.6,0.6,1.6,10.1,77163,1,1957-06-25 00:00:00,Forward,23.31,1980s,,0,True Negative
933,ARVYDASSABONIS1995,Arvydas Sabonis,Hall of Fame Member,2011,1995,2002,8,2007,200,,,73,23.8,14.5,5.4,9.9,54.5,0.5,1.4,37.5,3.2,4.2,75.7,2,6,8.1,1.8,0.9,1.1,2.1,18.6,,10,,,,,5,1,True Positive
934,LARRYDREW1980,Larry Drew,Not Inducted,,1980,1990,11,1995,17,DET,University of Missouri,76,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,6.4,76599,1,1958-04-02 00:00:00,Guard,22.54,1980s,,0,True Negative
935,DONCOLLINS1980,Don Collins,Not Inducted,,1980,1986,7,1991,18,ATL,Washington State University,81,22.8,11.5,4.4,10,44.4,0,0.1,0,2.6,3.4,77.6,1.6,1.7,3.3,2.3,1.3,0.3,2.1,10.3,76418,1,1958-11-28 00:00:00,Guard,21.88,1980s,,0,True Negative
936,JOHNDUREN1980,John Duren,Not Inducted,,1980,1982,3,1987,19,UTA,Georgetown University,40,11.5,1.8,0.8,2.5,32.7,0,0,0,0.1,0.2,55.6,0.2,0.7,0.9,1.4,0.5,0.1,0.9,1.8,76619,1,1958-10-30 00:00:00,Guard,21.96,1980s,,0,True Negative
937,BILLHANZLIK1980,Bill Hanzlik,Not Inducted,,1980,1989,10,1994,20,SEA,University of Notre Dame,74,17,5.4,1.9,3.9,47.8,0,0.1,20,1.6,2,79.3,0.9,1.2,2.1,1.5,0.8,0.3,1.1,6.4,76944,1,1957-12-06 00:00:00,Forward,22.86,1980s,,0,True Negative
938,LARRYSMITH1980,Larry Smith,Not Inducted,,1980,1992,13,1997,24,GSW,Alcorn State University,82,31.4,9.6,3.7,7.2,51.2,0,0,0,2.2,3.7,58.8,5.3,6.8,12.1,1.1,0.8,0.8,1.8,17.6,78195,2,1958-01-18 00:00:00,Forward,22.74,1980s,,1,False Positive
939,SAMWORTHEN1980,Sam Worthen,Not Inducted,,1980,1981,2,1986,26,CHI,Marquette University,64,14.8,3.7,1.5,3,49.5,0,0.1,0,0.7,0.9,75,0.3,1.5,1.8,1.8,0.9,0.1,1.4,5.1,78618,2,1958-01-17 00:00:00,Guard,22.74,1980s,,0,True Negative
940,CRAIGSHELTON1980,Craig Shelton,Not Inducted,,1980,1981,2,1986,28,ATL,Georgetown University,55,10.7,4.3,1.8,4,45.7,0,0,0,0.6,1.1,60.3,1.1,1.4,2.5,0.5,0.3,0.1,1.1,4,78132,2,1957-05-01 00:00:00,Forward,23.46,1980s,,0,True Negative
941,LOUISORR1980,Louis Orr,Not Inducted,,1980,1987,8,1992,29,IND,Syracuse University,82,21.8,10.5,4.2,8.6,49.1,0,0.1,0,2,2.5,80.7,2.1,2.3,4.4,1.6,0.7,0.3,1.5,11.1,77770,2,1958-05-07 00:00:00,Forward,22.44,1980s,,1,False Positive
942,WAYNEROBINSON1980,Wayne Robinson,Not Inducted,,1980,1980,1,1985,31,LAL,Virginia Polytechnic Institute and State University,81,19.7,7.9,2.9,6.3,46,0,0.1,0,2.2,3,72.9,1.4,2.2,3.6,1.4,0.6,0.3,1.8,7.8,77996,2,1958-04-19 00:00:00,Forward,22.49,1980s,,0,True Negative
943,RICKMAHORN1980,Rick Mahorn,Not Inducted,,1980,1998,19,2003,35,WSB,Hampton University,52,13.4,4.8,2.1,4.2,50.7,0,0,0,0.5,0.8,67.5,1.3,2.8,4.1,0.5,0.4,0.8,0.7,7.6,328,2,1958-09-21 00:00:00,Forward,22.07,1980s,,0,True Negative
944,DEWAYNESCALES1980,Dewayne Scales,Not Inducted,,1980,1983,4,1988,36,NYK,Louisiana State University,44,11,4.9,2.1,5.1,41.8,0,0.1,16.7,0.6,0.9,66.7,1.1,1.9,3,0.2,0.3,0.1,0.7,4.5,78068,2,1958-12-28 00:00:00,Forward,21.8,1980s,,0,True Negative
945,BUTCHCARTER1980,Butch Carter,Not Inducted,,1980,1985,6,1990,37,LAL,Indiana University,54,12.4,5.6,2.1,4.6,46.2,0.1,0.2,30,1.3,1.8,73.7,0.6,0.6,1.2,1,0.4,0,0.9,4.3,76355,2,1958-06-11 00:00:00,Guard,22.35,1980s,,0,True Negative
946,JAMESWILKES1980,James Wilkes,Not Inducted,,1980,1982,3,1987,50,CHI,"University of California, Los Angeles",48,11.3,4.1,1.8,3.8,46.2,0,0,0,0.6,0.9,69,0.8,1.3,2,0.6,0.5,0.3,0.7,4.5,78533,3,1958-03-12 00:00:00,Forward,22.6,1980s,,0,True Negative
947,LOWESMOORE1980,Lowes Moore,Not Inducted,,1980,1982,3,1987,52,NJN,West Virginia University,71,19.8,7,3,6.7,44.4,0.1,0.4,14.8,1,1.3,75,0.6,1.8,2.4,3.2,0.9,0.2,1.5,8.1,77635,3,1957-05-05 00:00:00,Guard,23.45,1980s,,0,True Negative
948,MIKEHARPER1980,Mike Harper,Not Inducted,,1980,1981,2,1986,56,POR,North Park University,55,8.4,2.7,1,2.5,41.2,0,0.1,0,0.7,1.5,43.5,0.5,1.2,1.7,0.3,0.4,0.4,0.6,2.6,76954,3,1957-12-09 00:00:00,Center,22.85,1980s,,0,True Negative
949,DARWINCOOK1980,Darwin Cook,Not Inducted,,1980,1988,9,1993,70,DET,University of Portland,81,24.4,11.2,4.7,10.1,46.8,0.1,0.3,24,1.6,2.2,73.3,1.2,1.7,2.9,3.7,1.7,0.4,2.2,11.8,76435,4,1958-08-06 00:00:00,Guard,22.19,1980s,,1,False Positive
950,LORENZOROMAR1980,Lorenzo Romar,Not Inducted,,1980,1984,5,1989,141,GSW,University of Washington,53,13.7,4.1,1.6,4,41.2,0,0.1,33.3,0.8,1.2,68.3,0.2,0.9,1.1,2.6,0.5,0.1,1,4.6,78015,7,1958-11-13 00:00:00,Guard,21.92,1980s,,0,True Negative
951,BILLYREID1980,Billy Reid,Not Inducted,,1980,1980,1,1985,182,GSW,University of San Francisco,59,10.1,3.2,1.4,3.1,45.4,0,0.1,0,0.4,0.7,56.4,0.5,0.6,1,1.2,0.6,0.1,1.3,2.8,77937,9,1957-09-10 00:00:00,Guard,23.1,1980s,,0,True Negative
